Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
RELIANCE,EQ,8-Oct-21,2572.4,2585.25,2684.4,2581.5,2669.2,2671.25,2642.81,7279003,19237049930,253640,2953704,40.58
RELIANCE,EQ,11-Oct-21,2671.25,2701.4,2720,2645.35,2655,2652.65,2682.21,6815737,18281209273,247361,3863950,56.69
RELIANCE,EQ,12-Oct-21,2652.65,2645,2683,2641.25,2668,2667.8,2661.5,3083747,8207402616,145888,1584484,51.38
RELIANCE,EQ,13-Oct-21,2667.8,2679,2719.5,2669.3,2698,2694.95,2691.35,4596429,12370607841,205663,2360789,51.36
RELIANCE,EQ,14-Oct-21,2694.95,2700.35,2717.45,2687.2,2701,2700.4,2700.84,3979730,10748597410,144964,2254495,56.65
RELIANCE,EQ,18-Oct-21,2700.4,2668.6,2745,2662.3,2707.8,2707.6,2713.78,6273850,17025855507,274696,3527305,56.22
RELIANCE,EQ,19-Oct-21,2707.6,2723.8,2751.35,2708,2730.8,2731.85,2733.67,4076617,11144119425,203192,1855378,45.51
RELIANCE,EQ,20-Oct-21,2731.85,2742.75,2742.75,2691.5,2703.5,2700.4,2710.54,5865926,15899837286,186061,3785182,64.53
RELIANCE,EQ,21-Oct-21,2700.4,2727.4,2728,2603.2,2635,2622.5,2642.91,9613812,25408416389,356400,6238985,64.9
RELIANCE,EQ,22-Oct-21,2622.5,2620,2664.9,2611.5,2625.75,2627.4,2635.21,5089178,13411067863,209472,2398678,47.13
RELIANCE,EQ,25-Oct-21,2627.4,2680,2680,2570,2607,2601.8,2611.17,7937067,20725006859,317548,2950789,37.18
RELIANCE,EQ,26-Oct-21,2601.8,2617.1,2668.9,2603.15,2666.3,2661.05,2635.7,4499706,11859859537,199021,2113316,46.97
RELIANCE,EQ,27-Oct-21,2661.05,2652,2676.8,2619.95,2622.3,2627.4,2652.28,4567140,12113330049,176020,2090011,45.76
RELIANCE,EQ,28-Oct-21,2627.4,2620,2637.95,2590.5,2598,2598.6,2610.69,4562471,11911187009,170822,2460989,53.94
RELIANCE,EQ,29-Oct-21,2598.6,2596.15,2596.15,2501.7,2540,2536.25,2548.04,6568539,16736893522,277855,3111491,47.37
RELIANCE,EQ,1-Nov-21,2536.25,2536.25,2556,2494.1,2538.1,2537.8,2523.59,7144532,18029885098,273829,4144630,58.01
RELIANCE,EQ,2-Nov-21,2537.8,2545,2548,2495.25,2503.05,2500.8,2510.1,4877652,12243384396,225933,2997092,61.45
RELIANCE,EQ,3-Nov-21,2500.8,2506.05,2520,2461,2483,2483.6,2487.7,5533120,13764733320,240878,3207104,57.96
RELIANCE,EQ,4-Nov-21,2483.6,2492.95,2504.9,2490,2503,2498.85,2497.33,787160,1965800892,63285,402932,51.19
RELIANCE,EQ,8-Nov-21,2498.85,2519.4,2520,2456.4,2502.9,2501.95,2483.27,9385607,23306981380,456493,6743994,71.85
RELIANCE,EQ,9-Nov-21,2501.95,2505,2528.9,2487.05,2528.6,2521.7,2508.11,7237470,18152375051,205289,4623106,63.88
RELIANCE,EQ,10-Nov-21,2521.7,2516.7,2558,2503.65,2546.45,2549.9,2538.63,4731975,12012742203,168600,2429050,51.33
RELIANCE,EQ,11-Nov-21,2549.9,2540.05,2570.5,2535.55,2556,2554.55,2551.89,4948422,12627828736,216865,2846346,57.52
RELIANCE,EQ,12-Nov-21,2554.55,2562.9,2598.75,2557,2588,2593.1,2582.61,4020744,10384009844,149602,2336224,58.1
RELIANCE,EQ,15-Nov-21,2593.1,2600,2602.2,2570,2574.5,2577.8,2581.57,2216708,5722594257,107475,1054022,47.55
RELIANCE,EQ,16-Nov-21,2577.8,2572.05,2575,2495,2497.25,2517.9,2536.01,5232292,13269127406,209557,2660951,50.86
RELIANCE,EQ,17-Nov-21,2517.9,2498.95,2498.95,2461,2462.8,2464,2479.92,4708235,11676042765,240722,2537105,53.89
RELIANCE,EQ,18-Nov-21,2464,2460,2489,2450.05,2473,2473.3,2467.65,3925345,9686386835,218820,1573249,40.08
RELIANCE,EQ,22-Nov-21,2473.3,2436.1,2449,2351,2365.65,2363.75,2380.24,11133364,26500112858,469744,6257212,56.2
RELIANCE,EQ,23-Nov-21,2363.75,2333.05,2401.25,2309,2389.95,2385.85,2362.47,11688406,27613501136,393864,7161105,61.27
RELIANCE,EQ,24-Nov-21,2385.85,2380,2409.9,2343.55,2343.55,2351.4,2376.12,7762564,18444768824,291051,4345352,55.98
RELIANCE,EQ,25-Nov-21,2351.4,2373,2502,2357.15,2501,2492.95,2452.67,19568487,47994998311,497536,9245255,47.25
RELIANCE,EQ,26-Nov-21,2492.95,2467.8,2477.6,2401.5,2405.1,2412.6,2433.36,7274686,17701896486,306992,2921250,40.16
RELIANCE,EQ,29-Nov-21,2412.6,2439.1,2500,2399.1,2437.7,2441.5,2464.2,11226147,27663493598,375905,4117378,36.68
RELIANCE,EQ,30-Nov-21,2441.5,2468,2475.9,2388.85,2401.2,2405.4,2424.91,14847511,36003821297,381257,8601779,57.93
RELIANCE,EQ,1-Dec-21,2405.4,2433,2474,2425.1,2467.75,2467,2449.6,4663276,11423147562,202787,1687324,36.18
RELIANCE,EQ,2-Dec-21,2467,2469.7,2496.2,2461.6,2481.95,2482.85,2482.51,5870468,14573515872,248052,3156679,53.77
RELIANCE,EQ,3-Dec-21,2482.85,2498.4,2498.5,2400,2413.15,2408.25,2436.1,8871172,21611045769,283259,4898098,55.21
RELIANCE,EQ,6-Dec-21,2408.25,2416,2425,2357.15,2365.95,2362.6,2388.06,4768334,11387071065,210176,1750877,36.72
RELIANCE,EQ,7-Dec-21,2362.6,2376.15,2404,2360,2382,2381.85,2387.87,5185007,12381107849,233720,2782548,53.67
RELIANCE,EQ,8-Dec-21,2381.85,2424.1,2431.8,2406.3,2420.95,2418.1,2418.81,4035437,9760953633,175071,1712929,42.45
RELIANCE,EQ,9-Dec-21,2418.1,2435,2474.9,2425,2453,2456.45,2453.15,6098050,14959457281,248350,2655912,43.55
RELIANCE,EQ,10-Dec-21,2456.45,2440.25,2466,2430.35,2457.25,2458.95,2443.62,3860176,9432810633,177038,1988951,51.52
RELIANCE,EQ,13-Dec-21,2458.95,2473.5,2474.1,2404,2411.45,2409.65,2425.3,5954148,14440614208,240510,3289988,55.26
RELIANCE,EQ,14-Dec-21,2409.65,2380,2406,2373.4,2382.5,2380.15,2386.78,5995586,14310134061,248926,3370468,56.22
RELIANCE,EQ,15-Dec-21,2380.15,2384,2405,2361.1,2369.9,2373.2,2379.84,4322855,10287701639,199178,1991411,46.07
RELIANCE,EQ,16-Dec-21,2373.2,2405.7,2415.5,2368.65,2413.95,2403.9,2392.29,4504829,10776855117,187830,2041248,45.31
RELIANCE,EQ,17-Dec-21,2403.9,2398.05,2408,2320,2343.4,2340.45,2346.72,9714489,22797150334,301459,5156114,53.08
RELIANCE,EQ,20-Dec-21,2340.45,2317.85,2317.85,2247.1,2276.8,2277.35,2277.67,6611376,15058513386,331211,3744186,56.63
RELIANCE,EQ,21-Dec-21,2277.35,2311.35,2346,2292.2,2313,2311.25,2317.69,5924071,13730177504,241858,2954613,49.87
RELIANCE,EQ,22-Dec-21,2311.25,2324.9,2371.9,2322,2365,2366.1,2346.81,8149415,19125125459,222615,5325994,65.35
RELIANCE,EQ,23-Dec-21,2366.1,2374,2380,2358.05,2365,2365.25,2367.28,4186912,9911598014,173393,2364993,56.49
RELIANCE,EQ,24-Dec-21,2365.25,2370,2392,2337.55,2367.15,2372.8,2360.96,3639616,8592980568,159321,1160672,31.89
RELIANCE,EQ,27-Dec-21,2372.8,2361.55,2378,2348.1,2371,2370.25,2366.87,1853948,4388054040,89509,532328,28.71
RELIANCE,EQ,28-Dec-21,2370.25,2375.6,2404.85,2373.05,2404,2398.4,2389.02,2941883,7028226280,121810,1230092,41.81
RELIANCE,EQ,29-Dec-21,2398.4,2391,2419,2382.1,2398,2402.5,2400.08,7118779,17085610789,169024,4190091,58.86
RELIANCE,EQ,30-Dec-21,2402.5,2400,2404.95,2345.6,2364,2359.1,2366.88,13537254,32041015241,226181,7709766,56.95
RELIANCE,EQ,31-Dec-21,2359.1,2373,2383.9,2360,2368.5,2368.15,2370.53,4373768,10368136138,138728,2109083,48.22
